INSTITUT SAINT-ANDRE;Secondaire ordinaire;Chaussée de Tournai;57;7520
ATHENEE ROYAL JULES BARA;Secondaire ordinaire;Rue Duquesnoy;24;7500
ATHENEE ROYAL ROBERT CAMPIN;Secondaire ordinaire;Rue du Château;18;7500
COLLEGE NOTRE-DAME;Secondaire ordinaire;Rue des Augustins;30;7500
INSTITUT DES URSULINES - LA MADELEINE;Secondaire ordinaire;Rue des Carmes;10;7500
CENTRE EDUCATIF DE LA SAINTE-UNION;Secondaire ordinaire;Chaussée de Lille;12;7500
INSTITUT D'ENSEIGNEMENT SECONDAIRE PROVINCIAL PARAMEDICAL;Secondaire ordinaire;Rue de la Lys;1;7500
INSTITUT NOTRE-DAME;Secondaire ordinaire;Rue du Four Chapitre;3;7500
INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE;Secondaire ordinaire;Boulevard Léopold;92B;7500
INSTITUT D'ENSEIGNEMENT TECHNIQUE SAINT-ELOI;Secondaire ordinaire;Tour Saint-Pierre;11;7900
ATHENEE PROVINCIAL;Secondaire ordinaire;Rue du Rempart;16;7900
COLLEGE SAINT-ELOI;Secondaire ordinaire;Tour Saint-Pierre;11;7900
INSTITUT DE L'INSTRUCTION CHRETIENNE-ABBAYE DE FLONE;Secondaire ordinaire;Chaussée Romaine;2;4540
PETIT SEMINAIRE DE SAINT-ROCH;Secondaire ordinaire;Allée de Bernardfagne;7;4190
ATHENEE ROYAL DE HUY;Secondaire ordinaire;Quai d'Arona;5;4500
SAINT-QUIRIN CENTRE D'ENSEIGNEMENT HUY;Secondaire ordinaire;Rue Entre-Deux-Portes;75;4500
INSTITUT SAINTE-MARIE;Secondaire ordinaire;Rue Vankeerberghen;10-déc;4500
ECOLE POLYTECHNIQUE DE HUY-ENSEIGNEMENT DE LA PROVINCE DE LIEGE;Secondaire ordinaire;Rue Saint-Pierre;48;4500
INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE HUY;Secondaire ordinaire;Avenue Delchambre;6;4500
INSTITUT DON BOSCO;Secondaire ordinaire;Rue des Cotillages;2;4500
INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE;Secondaire ordinaire;Rue Saint-Victor;5;4500
ATHENEE ROYAL PRINCE BAUDOUIN;Secondaire ordinaire;Rue Fourneau;40;4570
ATHENEE ROYAL D'OUFFET;Secondaire ordinaire;Rue Mognée;21;4590
INSTITUT LIBRE DU CONDROZ SAINT-FRANCOIS;Secondaire ordinaire;Rue du Perron;31;4590
ATHENEE ROYAL D'ANS;Secondaire ordinaire;Rue Georges Truffaut;37;4432
COLLEGE SAINT-FRANCOIS D'ASSISE;Secondaire ordinaire;Rue du Cimetière;2;4430
ATHENEE ROYAL AYWAILLE;Secondaire ordinaire;Avenue François Cornesse;48;4920
CENTRE SCOLAIRE SAINT-JOSEPH - SAINT-RAPHAEL;Secondaire ordinaire;Avenue de la Porallée;40;4920
COLLEGE EPISCOPAL DU SARTAY;Secondaire ordinaire;Rue Pierre Henvard;64;4053
ATHENEE ROYAL D'ESNEUX;Secondaire ordinaire;Rue de l'Athénée;6;4130
CENTRE SCOLAIRE SAINTE-JULIENNE (D2 D3);Secondaire ordinaire;Avenue des Martyrs;246;4620
CENTRE SCOLAIRE SAINTE-JULIENNE(D1);Secondaire ordinaire;Avenue des Martyrs;246;4620
ATHENEE ROYAL DE HERSTAL;Secondaire ordinaire;Rue Jean Lambert Sauveur;59;4040
COLLEGE NOTRE-DAME ET SAINT-LAMBERT ET INSTITUT SAINT-LAURENT;Secondaire ordinaire;Rue Elisa Dumonceau;75;4040
NOTRE-DAME SAINT LAMBERT ET SAINT-LAURENT DOA;Secondaire ordinaire;Rue Elisa Dumonceau;75;4040
ECOLE POLYTECHNIQUE DE HERSTAL - ENSEIGNEMENT DE LA PROVINCE DE LIEGE;Secondaire ordinaire;Rue de l'Ecole Technique;34;4040
INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE HERSTAL;Secondaire ordinaire;Rue du Grand Puits;66;4040
INSTITUT MARIA GORETTI;Secondaire ordinaire;Rue de Renory;101;4031
ATHENEE ROYAL DE CHENEE;Secondaire ordinaire;Rue Bourdon;32;4032
COLLEGE SAINT-JOSEPH;Secondaire ordinaire;Rue Soeur Lutgardis;4;4032
INSTITUT SAINTE-THERESE D'AVILA;Secondaire ordinaire;Rue Soeur Lutgardis;5;4032
INSTITUT NOTRE-DAME DE JUPILLE;Secondaire ordinaire;Rue Charlemagne;47;4020
D.O.A. SAINT-LOUIS;Secondaire ordinaire;Rue Alfred Magis;20;4020
ATHENEE ROYAL CHARLES ROGIER;Secondaire ordinaire;Rue des Clarisses;13;4000
ATHENEE COMMUNAL MAURICE DESTENAY;Secondaire ordinaire;Boulevard Saucy;16;4020
INSTITUT SAINT-JOSEPH ET SAINTE-JULIENNE;Secondaire ordinaire;Rue Sainte-Marguerite;64;4000
LYCEE SAINT-JACQUES;Secondaire ordinaire;Rue Darchis;35;4000
CENTRE SCOLAIRE SAINTE-VERONIQUE - MARIE-JOSE;Secondaire ordinaire;Rue Rennequin Sualem;15;4000
CENTRE SCOLAIRE SAINT-LOUIS;Secondaire ordinaire;Rue Alfred Magis;20;4020
COLLEGE SAINT-BARTHELEMY;Secondaire ordinaire;En-Hors-Château;31;4000
LYCEE SAINT-BENOIT - SAINT-SERVAIS D.O.A.;Secondaire ordinaire;Rue Lambert le Bègue;44;4000
CENTRE SCOLAIRE SAINT-BENOIT - SAINT-SERVAIS;Secondaire ordinaire;Rue Lambert-le-Bègue;44;4000
DAMES DE L'INSTRUCTION CHRETIENNE D.I.C. COLLEGE;Secondaire ordinaire;Rue Sur-la-Fontaine;70;4000
CENTRE D'ENSEIGNEMENT SECONDAIRE LEON MIGNON;Secondaire ordinaire;Rue Léon Mignon;2;4000
INSTITUT DE LA CONSTRUCTION DES ARTS DECORATIFS ET INDUSTRIELS;Secondaire ordinaire;Rue de Fragnée;76;4000
INSTITUT D'ENSEIGNEMENT SECONDAIRE SAINT-LUC;Secondaire ordinaire;Rue Louvrex;111;4000
ECOLE D'HOTELLERIE ET DE TOURISME;Secondaire ordinaire;En-Hors-Château;13;4000
ECOLE DE COIFFURE ET DE BIOESTHETIQUE;Secondaire ordinaire;Rue de Pitteurs;31;4020
INSTITUT SAINT-LAURENT;Secondaire ordinaire;Rue Saint-Laurent;29;4000
INSTITUT DON BOSCO;Secondaire ordinaire;Rue des Wallons;59;4000
INSTITUT MARIE-THERESE;Secondaire ordinaire;Rue Delfosse;25;4000
ATHENEE ROYAL FRAGNEE;Secondaire ordinaire;Rue de Fragnée;73;4000
"LYCEE TECHNIQUE PROVINCIAL ""JEAN BOETS""";Secondaire ordinaire;Rue Hullos;52;4000
CENTRE D'ENSEIGNEMENT SECONDAIRE LEONARD DEFRANCE;Secondaire ordinaire;Rue de l'Espérance;62;4000
INSTITUT SAINT-JEAN BERCHMANS;Secondaire ordinaire;Rue des Wallons;59;4000
ATHENEE ROYAL LIEGE ATLAS;Secondaire ordinaire;Quai Saint-Léonard;80;4000
INSTITUT SAINT-BARTHELEMY D.O.A.;Secondaire ordinaire;En-Hors-Château;31;4000
ATHENEE ROYAL PAUL BRUSSON;Secondaire ordinaire;Rue Félix Bernard;1;4420
"ATHENEE ROYAL ""AIR PUR""";Secondaire ordinaire;Rue des Nations-Unies;1;4100
ATHENEE ROYAL LUCIE DEJARDIN;Secondaire ordinaire;Rue de l'Industrie;127;4100
COLLEGE SAINT-MARTIN - I.S.M. PAIRAY;Secondaire ordinaire;Rue de la Province;101;4100
ECOLE POLYTECHNIQUE DE SERAING - ENSEIGNEMENT DE LA PROVINCE DE LIEGE;Secondaire ordinaire;Rue de Colard Trouillet;48;4100
INSTITUT SAINTE-MARIE;Secondaire ordinaire;Rue Cockerill;148;4100
INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE SERAING;Secondaire ordinaire;Quai des Carmes;43;4101
ATHENEE ROYAL SOUMAGNE;Secondaire ordinaire;Rue des Prairies;30;4630
ATHENEE ROYAL VISE;Secondaire ordinaire;Rue du Gollet;2;4600
D.O.A. SAINT-HADELIN;Secondaire ordinaire;Rue Saint-Hadelin;15;4600
COLLEGE SAINT-HADELIN;Secondaire ordinaire;Rue Saint-Hadelin;15;4600
INSTITUT SACRE-COEUR ET SAINT-JOSEPH;Secondaire ordinaire;Rue de la Trairie;27;4600
ATHENEE PROVINCIAL DE FLEMALLE GUY LANG;Secondaire ordinaire;Grand'Route;317;4400
COLLEGE ROYAL MARIE-THERESE;Secondaire ordinaire;Rue de Charneux;36;4650
COLLEGE PROVIDENCE I - D.O.A.;Secondaire ordinaire;Avenue Reine Astrid;9;4650
INSTITUT DE LA PROVIDENCE;Secondaire ordinaire;Avenue Reine Astrid;2A;4650
COLLEGE PROVIDENCE II D.O.A.;Secondaire ordinaire;Avenue Reine Astrid;9;4650
ATHENEE ROYAL ARDENNE - HAUTES FAGNES;Secondaire ordinaire;Route de Falize;21;4960
INSTITUT NOTRE-DAME;Secondaire ordinaire;Rue Derrière la Gare;12;4960
ATHENEE ROYAL ET ECOLE D'HOTELLERIE DE SPA;Secondaire ordinaire;Rue des Capucins;8;4900
COLLEGE SAINT-REMACLE D.O.A.;Secondaire ordinaire;Avenue Ferdinand Nicolay;35;4970
COLLEGE SAINT-REMACLE;Secondaire ordinaire;Avenue Ferdinand Nicolay;35;4970
INSTITUT SAINT-ROCH 2E ET 3E DEGRES;Secondaire ordinaire;Marché;2;4910
INSTITUT SAINT-ROCH D.O.A.;Secondaire ordinaire;Marché;2;4910
INSTITUT PROVINCIAL D'ENSEIGNEMENT AGRONOMIQUE;Secondaire ordinaire;Rue Canada;157;4910
ATHENEE ROYAL THIL LORRAIN VERVIERS I;Secondaire ordinaire;Rue Thil Lorrain;1-mars;4800
INSTITUT NOTRE-DAME;Secondaire ordinaire;Avenue Jean Tasté;38;4802
CENTRE SCOLAIRE SAINT-FRANCOIS-XAVIER;Secondaire ordinaire;Rue de Rome;18;4800
INSTITUT SAINT-MICHEL D.O.A.;Secondaire ordinaire;Rue du Collège;126;4800
ECOLE POLYTECHNIQUE DE VERVIERS - ENSEIGNEMENT DE LA PROVINCE DE LIEGE;Secondaire ordinaire;Rue aux Laines;69;4800
INSTITUT D'ENSEIGNEMENT TECHNIQUE DON BOSCO;Secondaire ordinaire;Rue des Alliés;70;4800
INSTITUT SAINT-FRANCOIS-XAVIER;Secondaire ordinaire;Rue de Francorchamps;12;4800
INSTITUT SAINT-MICHEL (Enseignement général et technique);Secondaire ordinaire;Rue du Collège;126;4800
ATHENEE ROYAL VERDI;Secondaire ordinaire;Rue des Wallons;57;4800
INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE VERVIERS;Secondaire ordinaire;Rue Peltzer de Clermont;104;4800
INSTITUT SAINTE-CLAIRE;Secondaire ordinaire;Rue Sècheval;32;4800
ATHENEE ROYAL WAIMES;Secondaire ordinaire;Rue des Hêtres;2A;4950
ATHENEE ROYAL DE WELKENRAEDT;Secondaire ordinaire;Rue Gérard Delvoye;2;4840
INSTITUT SAINT-JOSEPH;Secondaire ordinaire;Rue de l'Eglise;33;4840
INSTITUT SAINT-JOSEPH;Secondaire ordinaire;Avenue de la Salm;17;4980
COLLEGE NOTRE-DAME;Secondaire ordinaire;Rue de Moresnet;157;4851
COLLEGE SAINTE-CROIX ET NOTRE-DAME;Secondaire ordinaire;Rue de Crehen;1;4280
COLLEGE SAINTE-CROIX ET NOTRE-DAME D.O.A.;Secondaire ordinaire;Avenue Paul Brien;4;4280
ATHENEE ROYAL HANNUT;Secondaire ordinaire;Rue de Tirlemont;22;4280
ATHENEE ROYAL DE SAINT-GEORGES-SUR-MEUSE;Secondaire ordinaire;Rue Eloi Fouarge;31;4470
ATHENEE ROYAL WAREMME;Secondaire ordinaire;Rue Gustave Renier;1;4300
COLLEGE SAINT-LOUIS;Secondaire ordinaire;Avenue du Prince Régent;30;4300
INSTITUT SAINT-LOUIS;Secondaire ordinaire;Avenue du Prince Régent;30;4300
INSTITUT SAINT-LAURENT;Secondaire ordinaire;Rue du Casino;6;4300
INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE HESBAYE;Secondaire ordinaire;Rue de Huy;123;4300
INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE PARAMEDICAL;Secondaire ordinaire;Avenue Gustave Royers;39;9600
ECOLE ROYALE TECHNIQUE QUARTIER COL. AVI RENSON;Secondaire ordinaire;Luikersteenweg;371;3800
ATHENEE ROYAL ARLON;Secondaire ordinaire;Rue de Sesselich;83;6700
INSTITUT NOTRE-DAME - 2E ET 3E DEGRES;Secondaire ordinaire;Rue Joseph Netzer;21;6700
INSTITUT SAINTE-MARIE -ENSEIGNEMENT SECONDAIRE;Secondaire ordinaire;Rue de Bastogne;33;6700
INSTITUT NOTRE-DAME D.O.A.;Secondaire ordinaire;Rue Joseph Netzer;21;6700
INSTITUT CARDIJN LORRAINE - ENSEIGNEMENT TECHNIQUE ET PROFESSIONNEL;Secondaire ordinaire;Rue de Neufchâteau;69;6700
INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE ETIENNE LENOIR;Secondaire ordinaire;Chemin de Weyler;2;6700
INSTITUT CARDIJN LORRAINE- ENSEIGNEMENT GENERAL;Secondaire ordinaire;Rue Luttgens;10;6791
ATHENEE ROYAL ATHUS;Secondaire ordinaire;Rue Neuve;32;6791
ATHENEE ROYAL DE BASTOGNE - HOUFFALIZE;Secondaire ordinaire;Avenue de la Gare;12;6600
INSTITUT NOTRE-DAME - SEMINAIRE 2E ET 3E DEGRES;Secondaire ordinaire;Rue Piconrue;6;6600
INSTITUT COMMUNAL D'ENSEIGNEMENT TECHNIQUE;Secondaire ordinaire;Rue des Remparts;57;6600
INSTITUT NOTRE-DAME SEMINAIRE 1ER DEGRE;Secondaire ordinaire;Rue des Ecoles;20;6600
INSTITUT DU SACRE-COEUR;Secondaire ordinaire;Rue des Chars-à-Boeufs;12;6690
ATHENEE ROYAL VIELSALM - MANHAY;Secondaire ordinaire;Les Grands Champs;18A;6690
INSTITUT DU SACRE-COEUR;Secondaire ordinaire;En Charotte;28;6940
ATHENEE ROYAL DE LA ROCHE-EN-ARDENNE;Secondaire ordinaire;Rue des Evêts;4;6980
INSTITUT SAINT-JOSEPH-SACRE-COEUR;Secondaire ordinaire;Vieille route de Beausaint;22;6980
ATHENEE ROYAL MARCHE-BOMAL;Secondaire ordinaire;Avenue de la Toison d'Or;71;6900
INSTITUT SAINTE-JULIE;Secondaire ordinaire;Rue Américaine;28;6900
INSTITUT SAINT-ROCH;Secondaire ordinaire;Rue Américaine;28;6900
INSTITUT SAINT-LAURENT - Enseignement général - D2-D3;Secondaire ordinaire;Rue Américaine;28;6900
INSTITUT NOTRE-DAME;Secondaire ordinaire;Rue de Burhaimont;11;6880
ATHENEE ROYAL DE BOUILLON - PALISEUL;Secondaire ordinaire;Rue du Collège;35;6830
INSTITUT SAINTE-MARIE;Secondaire ordinaire;Rue Georges Lorand;3;6830
ATHENEE ROYAL DE NEUFCHATEAU - BERTRIX;Secondaire ordinaire;Avenue de la Victoire;28;6840
INSTITUT SAINT-MICHEL;Secondaire ordinaire;Place du Château;3;6840
INSTITUT SAINT-JOSEPH;Secondaire ordinaire;Avenue Arthur Tagnon;1;6850
COLLEGE D'ALZON;Secondaire ordinaire;Rue de Han;1;6927
INSTITUT SAINT-JOSEPH - ECOLE TECHNIQUE BERTRIX;Secondaire ordinaire;Rue de Bonance;11;6800
INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE CENTRE ARDENNE;Secondaire ordinaire;Avenue Herbofin;39;6800
ATHENEE ROYAL GERMAIN ET GILBERT GILSON;Secondaire ordinaire;Rue de l'Institut;47;6810
INSTITUT SAINTE-ANNE;Secondaire ordinaire;Rue de la Station;2;6820
ATHENEE ROYAL NESTOR OUTER;Secondaire ordinaire;Faubourg d'Arival;48;6760
COLLEGE NOTRE-DAME DU BONLIEU;Secondaire ordinaire;Rue Chanoine Crousse;1;6760
INSTITUT DE LA SAINTE-FAMILLE I.S.F.;Secondaire ordinaire;Rue de Montmédy;2;6760
INSTITUT DES ARTS ET METIERS;Secondaire ordinaire;Rue d'Arlon;112;6760
COMMUNAUTE SCOLAIRE SAINT-BENOIT 1ER DEGRE;Secondaire ordinaire;Avenue de la Gare;68;6720
COMMUNAUTE SCOLAIRE SAINT-BENOIT 2E ET 3E DEGRES;Secondaire ordinaire;Rue de Luxembourg;2;6720
COLLEGE SAINT-BENOIT DE MAREDSOUS;Secondaire ordinaire;Rue de Maredsous;12;5537
ATHENEE ROYAL NORBERT COLLARD;Secondaire ordinaire;Rue de Dinant;23;5570
INSTITUT NOTRE-DAME;Secondaire ordinaire;Rue de Givet;21;5570
INSTITUT NOTRE-DAME DU SACRE-COEUR;Secondaire ordinaire;Rue de Rochefort;92;5570
ATHENEE ROYAL DU CONDROZ JULES DELOT;Secondaire ordinaire;Square Omer Bertrand;1;5590
ECOLE PROVINCIALE D'AGRONOMIE ET DES SCIENCES DE CINEY - HUMANITES TECHNIQUES ET PROFESSIONNELLES;Secondaire ordinaire;DOMAINE  DE SAINT-QUENTIN;14;5590
INSTITUT SAINT-JOSEPH ENSEIGNEMENT GENERAL;Secondaire ordinaire;Rue Saint-Hubert;14-16;5590
INSTITUT DE LA PROVIDENCE;Secondaire ordinaire;Rue Piconette;1;5590
INSTITUT SAINT-JOSEPH - ECOLE TECHNIQUE;Secondaire ordinaire;Rue Saint-Hubert;14-16;5590
ATHENEE ROYAL ADOLPHE SAX;Secondaire ordinaire;Rue Saint-Pierre;90;5500
COLLEGE NOTRE-DAME DE BELLEVUE;Secondaire ordinaire;Rue de Bonsecours;2;5500
INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE;Secondaire ordinaire;Domaine d'Herbuchenne;;5500
COMMUNAUTE SCOLAIRE LIBRE GEORGES COUSOT;Secondaire ordinaire;Place Albert Ier;11;5500
ATHENEE ROYAL ROCHEFORT-JEMELLE;Secondaire ordinaire;Rue Jacquet;102;5580
INSTITUT JEAN XXIII;Secondaire ordinaire;Rue de la Sauvenière;7;5580
COLLEGE DE GODINNE-BURNOT D2-D3;Secondaire ordinaire;Carrefour de l'Europe;3;5530
ATHENEE ROYAL JEAN TOUSSEUL;Secondaire ordinaire;Rue Adeline Henin;4;5300
INSTITUT PROVINCIAL ENSEIGNEMENT SECONDAIRE;Secondaire ordinaire;Rue François Jassogne;2:00 AM;5300
INSTITUT SAINTE-BEGGE;Secondaire ordinaire;Place du Chapitre;12;5300
CENTRE SCOLAIRE SAINT-JOSEPH ET SAINT-HUBERT;Secondaire ordinaire;Rue du Collège;4;5310
SEMINAIRE DE FLOREFFE;Secondaire ordinaire;Rue du Séminaire;7;5150
ATHENEE ROYAL DE JAMBES;Secondaire ordinaire;Rue de Géronsart;150;5100
INSTITUT SAINTE-MARIE (D2 D3);Secondaire ordinaire;Chaussée de Liège;246;5100
INSTITUT SAINTE MARIE;Secondaire ordinaire;Chaussée de Liège;246;5100
INSTITUT SAINT-JOSEPH;Secondaire ordinaire;Rue Mazy;20;5100
ECOLE AVE MARIA;Secondaire ordinaire;Rue de Bricgniot;205;5002
COLLEGE SAINT-SERVAIS;Secondaire ordinaire;Rue de la Pépinière;101;5002
ECOLE PROFESSIONNELLE;Secondaire ordinaire;Rue Florent Dethier;31;5002
COLLEGE NOTRE-DAME DE LA PAIX;Secondaire ordinaire;Pl Notre-Dame de la Paix;1;5101
INSTITUT SAINT-BERTHUIN;Secondaire ordinaire;Fond de Malonne;129;5020
INSTITUT SAINT-LOUIS;Secondaire ordinaire;Rue Pepin;7;5000
INSTITUT SAINT-AUBAIN - SAINTE ELISABETH;Secondaire ordinaire;Rue Henri Blès;192;5000
ETABLISSEMENT DES SOEURS NOTRE-DAME;Secondaire ordinaire;Rue du Lombard;41;5000
COMMUNAUTE SCOLAIRE SAINTE-MARIE;Secondaire ordinaire;Rue du Président;28;5000
INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE FELICIEN ROPS;Secondaire ordinaire;Rue du Quatrième Génie;2;5000
INSTITUT TECHNIQUE;Secondaire ordinaire;Rue Asty-Moulin;60;5000
INSTITUT SAINTE-URSULE;Secondaire ordinaire;Rue de Bruxelles;78;5000
INSTITUT ILON SAINT-JACQUES;Secondaire ordinaire;Rue des Carmes;12;5000
INSTITUT NOTRE-DAME;Secondaire ordinaire;Rue Julie Billiart;19;5000
INSTITUT DES TECHNIQUES ET DES COMMERCES AGRO-ALIMENTAIRES;Secondaire ordinaire;Chaussée de Nivelles;204;5020
INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE HENRI MAUS;Secondaire ordinaire;Pl de l'Ecole des Cadets;4;5000
ECOLE HOTELIERE PROVINCIALE DE NAMUR;Secondaire ordinaire;Avenue de l'Ermitage;7;5000
INSTITUT D'ENS. DES ARTS,TECHNIQUES,SCIENCES ET ARTISANAT -  I.A.T.A.;Secondaire ordinaire;Rue de la Montagne;43A;5000
INSTITUT DE LA PROVIDENCE;Secondaire ordinaire;Place du Couvent;3;5020
ATHENEE ROYAL TAMINES;Secondaire ordinaire;Avenue Président Roosevelt;57;5060
COMMUNAUTE EDUCATIVE SAINT-JEAN-BAPTISTE (2E ET 3E DEGRES);Secondaire ordinaire;Rue du Collège;27;5060
COMMUNAUTE EDUCATIVE SAINT-JEAN-BAPTISTE;Secondaire ordinaire;Rue du Collège;27;5060
COLLEGE SAINT-ANDRE (enseignement technique et professionnel);Secondaire ordinaire;Rue des Auges;22;5060
COLLEGE SAINT-ANDRE (enseignement général);Secondaire ordinaire;Rue des Auges;22;5060
ATHENEE ROYAL GEMBLOUX;Secondaire ordinaire;Rue Gustave Docq;26;5030
COLLEGE SAINT-GUIBERT (D2-D3);Secondaire ordinaire;Place de l'Orneau;21;5030
COLLEGE SAINT-GUIBERT D.O.A.;Secondaire ordinaire;Place de l'Orneau;21;5030
INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE;Secondaire ordinaire;Rue Verlaine;5;5030
ATHENEE ROYAL BAUDOUIN I ER;Secondaire ordinaire;Rue François Hittelet;89;5190
INSTITUT SAINTE-MARIE;Secondaire ordinaire;Rue Noiret;6;5660
ATHENEE ROYAL JEAN REY;Secondaire ordinaire;Rue Croisette;1;5660
ATHENEE ROYAL FLORENNES;Secondaire ordinaire;Rue des Ecoles;21;5620
INSTITUT SAINTS-PIERRE ET PAUL;Secondaire ordinaire;Rue des Ecoles;19;5620
INSTITUT SAINT-JOSEPH D.O.A.;Secondaire ordinaire;Rue de Corenne;1;5620
"ATHENEE ROYAL ""JEAN ROSTAND"" DE PHILIPPEVILLE";Secondaire ordinaire;Avenue de Samart;2B;5600
INSTITUT NOTRE-DAME;Secondaire ordinaire;Rue Eglise Saint-Philippe;10A;5600
INSTITUT DE MOT-COUVREUR;Secondaire ordinaire;Pl Nouveau Marché Grains;24;1000
ATHENEE BRACOPS-LAMBERT;Secondaire ordinaire;Rue de la Procession;78;1070
INSTITUT SAINT-SEPULCRE;Secondaire ordinaire;Rue du Général Bertrand;14;4000
INSTITUT DE LA VIERGE FIDELE;Secondaire ordinaire;Place de Jamblinne de Meux;14;1030
DIVISION PREPARATOIRE A L'ECOLE ROYALE MILITAIRE;Secondaire ordinaire;Drève Sainte-Anne;90;1020
INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE;Secondaire ordinaire;Quai aux Huîtres;31;1300
ECOLE ROYALE DES SOUS-OFFICIERS NR. 1 DEPARTEMENT FORMATION DES ELEVES;Secondaire ordinaire;Rue Arthur Defoin;215;5500
INSTITUT EMILE GRYSON;Secondaire ordinaire;Avenue Emile Gryson;1;1070
INSTITUT SAINT-LUC;Secondaire ordinaire;Chaussée de Tournai;7;7520
INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE RENEE JOFFROY;Secondaire ordinaire;Chaussée de Valenciennes;48;7801
INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE PARAMEDICAL DE LIEGE-HUY-VERVIERS (E.P.S.C.);Secondaire ordinaire;Quai du Barbou;2;4020
INSTITUT DOMINIQUE PIRE;Secondaire ordinaire;Rue De Lenglentier;juin-14;1000
INSTITUT DE RADIOELECTRICITE ET CINEMATOGRAPHIE;Secondaire ordinaire;Avenue Victor Rousseau;75;1190
INSTITUT SAINT-LUC;Secondaire ordinaire;Rue d'Irlande;57;1060
INSTITUT DON BOSCO;Secondaire ordinaire;Boulevard Léopold;63;7500
INSTITUT DES TECHNIQUES HOSPITALIERES (I.T.E.H.O) JEANNE D'ARC;Secondaire ordinaire;Quai des Salines;28;7500
ATHENEE ROYAL D'IXELLES;Secondaire ordinaire;Rue de la Croix;40;1050
COLLEGE DE GODINNE-BURNOT D.O.A.;Secondaire ordinaire;Carrefour de l'Europe;3;5530
ATHENEE COMMUNAL LEONIE DE WAHA;Secondaire ordinaire;Boulevard d'Avroy;96;4000
Pater-Damian-Sekundarschule;Secondaire ordinaire;Kaperberg;2-avr;4700
COLLEGE DE L'ALLIANCE;Secondaire ordinaire;Rue de Mons;106;6031
"COLLEGE ""LES TOURNESOLS""";Secondaire ordinaire;Boulevard Maurice Herbette;24;1070
Ecole européenne de Bruxelles IV (Berkendael-Laeken);Secondaire ordinaire;Rue Berkendael;68;1190
Ecole européenne de Luxembourg 2;Secondaire ordinaire;Rue Richard Coudenhove-Kalergi;;L-1359
Ecole européenne de Bergen;Secondaire ordinaire;Postbus;99;NL-1860
Ecole européenne de Culham;Secondaire ordinaire;Abingdon;GBOX14;GB-OX14
Ecole européenne de Mol;Secondaire ordinaire;Europawijk;100;2400
Ecole européenne de Francfort;Secondaire ordinaire;Prauheimerweg;126;D-60439
Ecole européenne de Luxembourg 1 - Kirchberg;Secondaire ordinaire;Boulevard Konrad Adenauer;23;L-1115
Ecole européenne de Varèse;Secondaire ordinaire;Via Montello;118;I-21100
Ecole européenne de Munich;Secondaire ordinaire;Elise-Aulinger Strasse;21;D-81739
Ecole européenne de Karlsruhe;Secondaire ordinaire;Albert Schweitzerstrasse;1;D-76139
Ecole européenne d'Alicante;Secondaire ordinaire;Avenida Locutor Vicente Hipoli;;E-03540
LYCEE PROVINCIAL HORNU COLFONTAINE;Secondaire ordinaire;Avenue Fénélon;48;7340
ATHENEE ROYAL THOMAS EDISON MOUSCRON;Secondaire ordinaire;Place de la Justice;1;7700
INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE VAL - ITMA;Secondaire ordinaire;Chaussée de Lille;2;7500
COLLEGE DES ETOILES;Secondaire ordinaire;Rue de la Grenouillette;2;1130
ATHENEE MARGUERITE YOURCENAR;Secondaire ordinaire;Rue Claessens;10;1020
ATHENEE ROYAL DE NAMUR;Secondaire ordinaire;Rue du Collège;8;5000
COLLEGE DES AUMONIERS DU TRAVAIL DE CHARLEROI;Secondaire ordinaire;Grand'rue;185;6000
COLLEGE TECHNIQUE SAINT-HENRI;Secondaire ordinaire;Avenue Royale;50;7700
INSTITUT SAINTE-MARIE;Secondaire ordinaire;Rue de l'Enseignement;1;6140
ECOLE ACTIVE;Secondaire ordinaire;Rue de Stalle;73;1180
COLLEGE DE LA LYS;Secondaire ordinaire;rue Romaine;40;7780
ECOLE SECONDAIRE LIBRE SAINT-HUBERT;Secondaire ordinaire;Rue Saint-Gilles;39;6870
Académie de musique d'Anderlecht;Secondaire artisitique;Rue de la Procession;78;1070
Ecole des arts d'Anderlecht;Secondaire artisitique;Chaussée de Mons;882;1070
"Académie de musique et des arts de la parole ""Franz Constant""";Secondaire artisitique;Rue des Ecoliers;7;1160
